"ID","Title","Keywords","FirstLevel"
"539","New Tools for Cellular Automata in the Hyperbolic Plane","hyperbolic plane,tessellations,cellular automata","G"
"541","Uniquely Parsable Accepting Grammar Systems","","F"
"542","Uncertainty Propagation in Heterogeneous Algebras for Approximate Quantified Constraint Solving","constraints,uncertainty,interval computation,computational logic","F"
"542","Uncertainty Propagation in Heterogeneous Algebras for Approximate Quantified Constraint Solving","constraints,uncertainty,interval computation,computational logic","I"
"543","Nonlinear Computation with Switching Map Systems","switching map systems,Smale's horseshoe,baker's map,Henon map","F"
"545","Modeling Information System Behavior with Dynamic Relations Nets","Petri nets,constraints,dynamic behavior,code generation,information systems.","D"
"545","Modeling Information System Behavior with Dynamic Relations Nets","Petri nets,constraints,dynamic behavior,code generation,information systems.","H"
"548","Towards Two-Level Formal Modeling of Computer-Based Systems","","D"
"549","A Survey of Formal Methods Applied to Leader Election in IEEE 1394","formal methods,comparative case study,standards,networks,leader election protocol,concurrency","D"
"549","A Survey of Formal Methods Applied to Leader Election in IEEE 1394","formal methods,comparative case study,standards,networks,leader election protocol,concurrency","F"
"550","Nondeterministic Admissible Interference","specification techniques,program verification,security models,information flow properties,confidentiality,noninterference,intransitive noninterferen,ce","D"
"550","Nondeterministic Admissible Interference","specification techniques,program verification,security models,information flow properties,confidentiality,noninterference,intransitive noninterferen,ce","F"
"551","An Outline of PVS Semantics for UML Statecharts","open distributed systems,formal methods,object-orientation,UML,PVS,specification","D"
"552","Formal Specification from an Observation-Oriented Perspective","formal specification,invariants,pre- and  post-conditions,agent-oriented modelling,dependency,heapsort","F"
"554","Using Genetic Algorithms to Solve the Motion Planning Problem","motion planning,path optimisation,complex geometries","G"
"554","Using Genetic Algorithms to Solve the Motion Planning Problem","motion planning,path optimisation,complex geometries","I"
"555","Functional Reading of Logic Programs","logic programming,functional embedding,program  transformation,algebraic methods","D"
"557","Specifying and Verifying Real-Time Systems using Second-Order Algebraic Methods: A Case Study of the Railroad Crossing Controller","real-time systems,algebraic specification methods,formal verification","C"
"557","Specifying and Verifying Real-Time Systems using Second-Order Algebraic Methods: A Case Study of the Railroad Crossing Controller","real-time systems,algebraic specification methods,formal verification","F"
"558","Ensuring Termination in ESFP","functional programming,termination analysis,abstract interpretation","D"
"560","Weak Inclusion Systems: Part Two","category theory,logic","F"
"561","The Lattice Structure of Pseudo_Wajsberg Algebras","Wajsberg algebra,MV algebra,pseudo-Wajsberg algebra,pseudo-MV algebra,lattice,residuated monoid,Boolean center","F"
"562","A Pi-Calculus Machine","abstract machine,concurrent processes,<,img src=""a_pi_calculus_machine/images/img1.gif"",>,-calculus,multiset semantics,nets,graphical representation of processes","F"
"563","Galois Connections and Data Mining","Galois connection,closure,extended closure,support,frequent set of items","E"
"563","Galois Connections and Data Mining","Galois connection,closure,extended closure,support,frequent set of items","H"
"564","Behavioural Coherence in Object-Oriented Algebraic Specification","behavioural equivalence,hidden algebra,behavioural coherence","F"
"565","Monotone, Horn and Quadratic Pseudo-Boolean Functions","pseudo-Boolean functions,Set functions,Boolean functions,Truth functions,Horn functions,Binary optimization","F"
"565","Monotone, Horn and Quadratic Pseudo-Boolean Functions","pseudo-Boolean functions,Set functions,Boolean functions,Truth functions,Horn functions,Binary optimization","G"
"566","A Representation Theorem for Monadic Pavelka Algebras","Pavelka algebra,monadic Pavelka algebra,MV-algebra,monadic V-algebra","F"
"567","Mixed Relations as Enriched Semiringal Categories","parallel programs,mixed relations,network  algebra,(enriched) semiringal category,abstract data type","F"
"568","Free-Extendible Prefix-Free Sets and an Extension of the Kraft-Chaitin Theorem","Prefix-free set,Kraft's inequality","F"
"568","Free-Extendible Prefix-Free Sets and an Extension of the Kraft-Chaitin Theorem","Prefix-free set,Kraft's inequality","H"
"569","The Automorphism Group of a Hypercube","automorphism group,hypercube,permutation graph","F"
"570","Connections Between MVn Algebras and n-valued Lukasiewicz-Moisil Algebras - IV","n-valued Lukasiewicz-Moisil algebra,MVn algebra","F"
"571","A Canonical Model Construction for Substructural Logics","substructural logics,linear logic,relevant  logics,strict implication,Kripke-type semantics,canonical model","F"
"572","Computational Complementarity and Shift Spaces","complementarity principles,finite automata,sofic shifts,graphs","F"
"573","Under the Sign of Boole","Boolean logic,thought,language and algebra","F"
"574","Simulating H Systems by P Systems","H systems,splicing rule,universal models of computation","F"
"576","Notes on Partially-Ordered Structures in Computer Science: I. PA-Ordered Semirings and Some Related Structures","semiring,quasi-order,s-order","F"
"577","Extractors for the Real World","Random bits,source of randomness,extractors,hash functions","F"
"577","Extractors for the Real World","Random bits,source of randomness,extractors,hash functions","G"
"586","A Generic Tableau Prover and its Integration with Isabelle","","F"
"586","A Generic Tableau Prover and its Integration with Isabelle","","I"
"587","Proof Transformations from Search-Oriented into Interaction-Oriented Tableau Calculi","automated deduction,tableau calculi,proof transformation,proof presentation,proof search","I"
